Favored allPassIntDef,Favored allPassCompOff,Favored allGiveaways,Favored allPassIntOff,Favored allPassCompDef,Favored allRushAttOff,Favored allTakeaways,Favored allMatches,Favored allRushYdsOff,Favored allScoreOff,Favored allRushYdsDef,Favored allTOMargin,Favored allWins,Favored allScoreDef,Favored allWinPct,Favored allLosses,Favored allPassAttOff,Favored allFumblesOff,Favored allPassAttDef,Favored allRushAttDef,Favored allPassYdsOff,Favored allPassYdsDef,Favored allFumblesDef,Favored bowlPassIntDef,Favored bowlPassCompOff,Favored bowlGiveaways,Favored bowlPassIntOff,Favored bowlPassCompDef,Favored bowlRushAttOff,Favored bowlTakeaways,Favored bowlMatches,Favored bowlRushYdsOff,Favored bowlScoreOff,Favored bowlRushYdsDef,Favored bowlTOMargin,Favored bowlWins,Favored bowlScoreDef,Favored bowlWinPct,Favored bowlLosses,Favored bowlPassAttOff,Favored bowlFumblesOff,Favored bowlPassAttDef,Favored bowlRushAttDef,Favored bowlPassYdsOff,Favored bowlPassYdsDef,Favored bowlFumblesDef,Underdog allPassIntDef,Underdog allPassCompOff,Underdog allGiveaways,Underdog allPassIntOff,Underdog allPassCompDef,Underdog allRushAttOff,Underdog allTakeaways,Underdog allMatches,Underdog allRushYdsOff,Underdog allScoreOff,Underdog allRushYdsDef,Underdog allTOMargin,Underdog allWins,Underdog allScoreDef,Underdog allWinPct,Underdog allLosses,Underdog allPassAttOff,Underdog allFumblesOff,Underdog allPassAttDef,Underdog allRushAttDef,Underdog allPassYdsOff,Underdog allPassYdsDef,Underdog allFumblesDef,Underdog bowlPassIntDef,Underdog bowlPassCompOff,Underdog bowlGiveaways,Underdog bowlPassIntOff,Underdog bowlPassCompDef,Underdog bowlRushAttOff,Underdog bowlTakeaways,Underdog bowlMatches,Underdog bowlRushYdsOff,Underdog bowlScoreOff,Underdog bowlRushYdsDef,Underdog bowlTOMargin,Underdog bowlWins,Underdog bowlScoreDef,Underdog bowlWinPct,Underdog bowlLosses,Underdog bowlPassAttOff,Underdog bowlFumblesOff,Underdog bowlPassAttDef,Underdog bowlRushAttDef,Underdog bowlPassYdsOff,Underdog bowlPassYdsDef,Underdog bowlFumblesDef,Favored Matchup Pass all,Favored Matchup Rush all,Favored Matchup Pass bowl,Favored Matchup Rush bowl,Underdog Matchup Pass all,Underdog Matchup Rush all,Underdog Matchup Pass bowl,Underdog Matchup Rush bowl,Line,Result
1.58333333333,11.3333333333,1.08333333333,0.583333333333,17.75,55.1666666667,2.83333333333,12,286.916666667,31.1666666667,115.75,1.75,9,21.0833333333,0.75,3,21.5833333333,0.5,32.75,34.5,128.166666667,215.083333333,1.25,0.714285714286,12.2857142857,1.28571428571,0.857142857143,18.7142857143,52.1428571429,2.0,7,261.428571429,23.0,161.142857143,0.714285714286,4,29.0,0.571428571429,3,22.5714285714,0.428571428571,32.4285714286,39.5714285714,143.142857143,264.857142857,1.28571428571,1.0,22.2307692308,1.53846153846,0.615384615385,19.2307692308,34.3846153846,2.84615384615,13,121.692307692,27.2307692308,206.230769231,1.30769230769,8,25.0769230769,0.615384615385,5,32.6923076923,0.923076923077,31.7692307692,45.2307692308,232.769230769,215.769230769,1.84615384615,0.777777777778,23.0,1.55555555556,0.444444444444,17.7777777778,34.4444444444,2.33333333333,9,110.666666667,23.1111111111,236.444444444,0.777777777778,4,25.2222222222,0.444444444444,5,32.6666666667,1.11111111111,29.3333333333,46.3333333333,235.444444444,192.888888889,1.55555555556,343.935897436,493.147435897,336.031746032,497.873015873,447.852564103,237.442307692,500.301587302,271.80952381,5.5,1
1.07692307692,11.8461538462,1.53846153846,0.692307692308,18.6153846154,46.7692307692,2.0,13,241.230769231,28.4615384615,168.307692308,0.461538461538,9,22.6153846154,0.692307692308,4,22.9230769231,0.846153846154,33.0,39.0,146.692307692,198.153846154,0.923076923077,1.22222222222,11.4444444444,1.66666666667,0.666666666667,16.6666666667,43.8888888889,1.88888888889,9,200.222222222,23.0,190.555555556,0.222222222222,5,24.0,0.555555555556,4,23.3333333333,1.0,30.0,40.6666666667,147.111111111,176.444444444,0.666666666667,1.46153846154,12.2307692308,1.0,0.538461538462,17.5384615385,45.6923076923,2.46153846154,13,190.0,25.4615384615,150.692307692,1.46153846154,7,22.6153846154,0.538461538462,6,22.9230769231,0.461538461538,31.8461538462,36.3076923077,164.615384615,235.538461538,1.0,1.0,11.2857142857,1.28571428571,0.571428571429,17.5714285714,46.5714285714,1.57142857143,7,187.857142857,22.5714285714,145.285714286,0.285714285714,3,23.2857142857,0.428571428571,4,22.7142857143,0.714285714286,32.2857142857,35.2857142857,165.571428571,239.714285714,0.571428571429,382.230769231,391.923076923,386.825396825,345.507936508,362.769230769,358.307692308,342.015873016,378.412698413,7.0,1
1.46153846154,10.0,1.15384615385,0.769230769231,19.2307692308,47.0769230769,2.76923076923,13,229.615384615,27.3846153846,109.384615385,1.61538461538,9,19.0769230769,0.692307692308,4,19.9230769231,0.384615384615,34.6923076923,35.3076923077,129.0,232.076923077,1.30769230769,1.33333333333,8.5,0.833333333333,0.666666666667,23.3333333333,47.1666666667,3.0,6,241.333333333,31.5,100.5,2.16666666667,4,25.0,0.666666666667,2,18.6666666667,0.166666666667,35.8333333333,36.8333333333,114.166666667,297.333333333,1.66666666667,0.333333333333,13.0833333333,1.75,0.916666666667,15.4166666667,45.0833333333,1.41666666667,12,213.25,28.9166666667,184.833333333,-0.333333333333,7,24.5833333333,0.583333333333,5,25.0833333333,0.833333333333,27.25,41.9166666667,176.5,176.166666667,1.08333333333,0.0,14.5,2.33333333333,1.5,13.6666666667,36.1666666667,1.33333333333,6,122.666666667,20.8333333333,266.333333333,-1.0,1,34.6666666667,0.166666666667,5,30.6666666667,0.833333333333,22.3333333333,51.3333333333,183.0,164.666666667,1.33333333333,305.166666667,414.448717949,278.833333333,507.666666667,408.576923077,322.634615385,480.333333333,223.166666667,8.5,1
1.5,16.1666666667,1.5,0.916666666667,21.9166666667,37.25,2.0,12,147.333333333,33.3333333333,106.666666667,0.5,7,27.0,0.583333333333,5,30.9166666667,0.583333333333,38.25,36.75,232.833333333,295.333333333,0.5,1.57142857143,16.2857142857,2.0,1.42857142857,23.5714285714,33.5714285714,1.71428571429,7,122.857142857,27.5714285714,130.142857143,-0.285714285714,2,37.4285714286,0.285714285714,5,33.0,0.571428571429,39.8571428571,39.8571428571,239.0,364.0,0.142857142857,1.08333333333,11.5,1.33333333333,0.5,18.5,54.3333333333,2.75,12,239.916666667,26.5,161.0,1.41666666667,6,25.8333333333,0.5,6,21.3333333333,0.833333333333,31.0,39.0833333333,160.75,237.583333333,1.66666666667,0.428571428571,12.0,1.71428571429,0.857142857143,21.4285714286,56.8571428571,2.14285714286,7,250.714285714,21.8571428571,136.571428571,0.428571428571,2,29.8571428571,0.285714285714,5,23.0,0.857142857143,33.8571428571,34.2857142857,159.0,274.0,1.71428571429,470.416666667,308.333333333,513.0,259.428571429,456.083333333,346.583333333,523.0,380.857142857,8.0,1
1.58333333333,19.5,1.91666666667,0.666666666667,21.5,43.3333333333,2.5,12,212.833333333,46.5833333333,106.416666667,0.583333333333,11,18.6666666667,0.916666666667,1,29.8333333333,1.25,40.5,31.5,304.0,239.833333333,0.916666666667,1.33333333333,23.6666666667,2.66666666667,1.0,24.3333333333,40.0,2.66666666667,3,141.666666667,46.3333333333,110.666666667,-4.4408920985e-16,2,31.0,0.666666666667,1,34.3333333333,1.66666666667,45.0,27.0,340.666666667,286.333333333,1.33333333333,0.769230769231,18.0769230769,2.07692307692,1.38461538462,17.3076923077,39.4615384615,2.07692307692,13,145.0,29.8461538462,175.923076923,4.4408920985e-16,7,27.8461538462,0.538461538462,6,31.6923076923,0.692307692308,30.3076923077,41.8461538462,244.461538462,186.153846154,1.30769230769,0.5,17.25,2.5,1.5,17.125,38.5,2.375,8,123.5,22.625,216.125,-0.125,3,33.625,0.375,5,31.125,1.0,27.375,45.625,219.375,188.75,1.875,490.153846154,388.756410256,529.416666667,357.791666667,484.294871795,251.416666667,505.708333333,234.166666667,12.0,0
1.33333333333,28.9166666667,2.08333333333,1.08333333333,18.6666666667,35.8333333333,2.25,12,77.0,31.1666666667,96.0833333333,0.166666666667,7,25.6666666667,0.583333333333,5,47.25,1.0,34.0833333333,33.9166666667,352.416666667,257.5,0.916666666667,1.57142857143,28.0,1.85714285714,1.42857142857,17.0,35.0,2.57142857143,7,58.0,28.8571428571,112.571428571,0.714285714286,3,28.8571428571,0.428571428571,4,49.2857142857,0.428571428571,33.8571428571,35.2857142857,323.428571429,238.142857143,1.0,1.16666666667,20.5,2.75,1.25,14.75,45.1666666667,1.83333333333,12,203.166666667,29.3333333333,122.166666667,-0.916666666667,6,22.0,0.5,6,34.5833333333,1.5,30.4166666667,35.6666666667,253.416666667,195.083333333,0.666666666667,0.5,23.5,3.16666666667,1.5,12.6666666667,34.5,1.16666666667,6,122.666666667,20.1666666667,147.5,-2.0,1,21.1666666667,0.166666666667,5,40.8333333333,1.66666666667,26.5,43.3333333333,269.833333333,178.833333333,0.666666666667,547.5,199.166666667,502.261904762,205.5,510.916666667,299.25,507.976190476,235.238095238,2.0,1
1.0,13.6923076923,1.61538461538,0.692307692308,18.6923076923,45.4615384615,2.15384615385,13,214.692307692,31.9230769231,165.307692308,0.538461538462,10,24.2307692308,0.769230769231,3,24.8461538462,0.923076923077,32.0,37.7692307692,193.076923077,210.769230769,1.15384615385,0.571428571429,13.0,1.57142857143,0.714285714286,15.7142857143,41.7142857143,2.14285714286,7,185.428571429,27.4285714286,177.428571429,0.571428571429,5,23.4285714286,0.714285714286,2,24.5714285714,0.857142857143,26.7142857143,42.5714285714,177.571428571,169.428571429,1.57142857143,1.72727272727,14.0909090909,2.27272727273,1.09090909091,13.8181818182,48.8181818182,3.27272727273,11,203.727272727,31.2727272727,62.6363636364,1.0,9,19.9090909091,0.818181818182,2,24.3636363636,1.18181818182,34.3636363636,32.9090909091,169.272727273,186.818181818,1.54545454545,1.4,13.8,1.4,0.8,14.6,46.8,2.4,5,184.2,28.8,29.6,1.0,4,18.8,0.8,1,23.8,0.6,35.6,30.4,149.8,211.8,1.0,379.895104895,277.328671329,389.371428571,215.028571429,380.041958042,369.034965035,319.228571429,361.628571429,3.0,1
0.916666666667,19.1666666667,1.91666666667,1.16666666667,18.25,39.0833333333,1.66666666667,12,166.416666667,21.5833333333,130.333333333,-0.25,7,19.75,0.583333333333,5,34.0,0.75,34.0833333333,35.9166666667,210.5,223.833333333,0.75,0.428571428571,21.8571428571,2.28571428571,1.14285714286,19.4285714286,33.4285714286,1.14285714286,7,138.571428571,16.7142857143,158.0,-1.14285714286,2,26.5714285714,0.285714285714,5,39.1428571429,1.14285714286,33.2857142857,39.4285714286,232.428571429,247.714285714,0.714285714286,1.0,19.2307692308,1.84615384615,1.07692307692,18.8461538462,35.6153846154,1.92307692308,13,128.307692308,26.7692307692,161.846153846,0.0769230769231,8,27.5384615385,0.615384615385,5,34.7692307692,0.769230769231,33.3076923077,41.3076923077,245.692307692,247.230769231,0.923076923077,0.666666666667,21.3333333333,2.5,1.83333333333,19.1666666667,29.0,1.83333333333,6,94.3333333333,23.0,188.5,-0.666666666667,1,39.6666666667,0.166666666667,5,40.6666666667,0.666666666667,33.5,43.1666666667,250.833333333,307.333333333,1.16666666667,457.730769231,328.262820513,539.761904762,327.071428571,469.525641026,258.641025641,498.547619048,252.333333333,6.5,1
1.30769230769,12.9230769231,1.84615384615,1.0,17.5384615385,42.0769230769,1.84615384615,13,202.230769231,32.3846153846,135.076923077,0.0,10,17.3076923077,0.769230769231,3,23.4615384615,0.846153846154,31.3076923077,38.7692307692,196.0,207.692307692,0.538461538462,1.0,13.125,2.375,1.5,18.125,39.0,1.5,8,174.125,23.875,150.625,-0.875,5,22.625,0.625,3,25.625,0.875,31.75,40.25,185.5,225.125,0.5,1.0,16.25,1.75,0.5,13.25,40.8333333333,2.0,12,159.333333333,24.4166666667,126.5,0.25,8,16.4166666667,0.666666666667,4,26.5833333333,1.25,27.5,37.1666666667,199.416666667,159.25,1.0,0.75,17.25,1.5,0.25,18.0,39.5,1.0,4,141.0,17.5,142.75,-0.5,1,28.0,0.25,3,28.0,1.25,32.5,42.5,208.75,253.0,0.25,355.25,328.730769231,438.5,316.875,407.108974359,294.41025641,433.875,291.625,0.0,0
1.69230769231,11.5384615385,2.15384615385,0.846153846154,17.3846153846,47.6153846154,2.92307692308,13,221.0,31.4615384615,113.307692308,0.769230769231,9,19.2307692308,0.692307692308,4,19.1538461538,1.30769230769,32.6153846154,34.0,157.846153846,223.076923077,1.23076923077,1.57142857143,9.57142857143,1.71428571429,0.428571428571,16.5714285714,51.7142857143,2.71428571429,7,247.428571429,29.4285714286,163.285714286,1.0,4,23.7142857143,0.571428571429,3,17.7142857143,1.28571428571,30.2857142857,34.8571428571,117.428571429,213.0,1.14285714286,1.0,5.25,1.25,0.416666666667,16.0,61.0833333333,2.08333333333,12,314.5,34.75,160.083333333,0.833333333333,8,23.5833333333,0.666666666667,4,11.25,0.833333333333,28.9166666667,39.0833333333,90.3333333333,200.583333333,1.08333333333,0.333333333333,4.66666666667,1.66666666667,0.666666666667,13.0,50.6666666667,1.33333333333,3,195.333333333,21.3333333333,227.666666667,-0.333333333333,1,27.6666666667,0.333333333333,2,11.6666666667,1.0,21.6666666667,49.3333333333,61.6666666667,155.666666667,1.0,358.429487179,381.083333333,273.095238095,475.095238095,313.41025641,427.807692308,274.666666667,358.619047619,11.0,0
